The Wright brothers flew at Kitty Hawk in 1903, and the Treaty of Versailles was signed in 1919.	The Wright brothers flew at Kitty Hawk in 1903	The Treaty of Versailles was signed in 1919	not-related
Johannes Gutenberg printed the Bible in 1455, and Michelangelo painted the Sistine Chapel ceiling in 1512.	Johannes Gutenberg printed the Bible in 1455	Michelangelo painted the Sistine Chapel ceiling in 1512	not-related
Nelson Mandela was released from prison in 1990, and the Berlin Wall fell in 1989.	Nelson Mandela was released from prison in 1990	The Berlin Wall fell in 1989	not-related
The Ottoman Empire officially ended in 1922, and the first modern Olympic Games were held in Athens in 1896.	The Ottoman Empire officially ended in 1922	The first modern Olympic Games were held in Athens in 1896	not-related
The Taj Mahal was completed in 1653, and the English Bill of Rights was enacted in 1689.	The Taj Mahal was completed in 1653	The English Bill of Rights was enacted in 1689	not-related
The Russian Revolution took place in 1917, and the Spanish Civil War began in 1936.	The Russian Revolution took place in 1917	The Spanish Civil War began in 1936	not-related
The Spanish Armada was defeated in 1588, and Shakespeare’s First Folio was published in 1623.	The Spanish Armada was defeated in 1588	Shakespeare’s First Folio was published in 1623	not-related
The American Civil War ended in 1865, and the Indian Rebellion against British rule occurred in 1857.	The American Civil War ended in 1865	The Indian Rebellion against British rule occurred in 1857	not-related
The Eiffel Tower was inaugurated in 1889, and penicillin was discovered by Alexander Fleming in 1928.	The Eiffel Tower was inaugurated in 1889	Penicillin was discovered by Alexander Fleming in 1928	not-related
The Declaration of Independence was signed in 1776, and the Battle of Waterloo was fought in 1815.	The Declaration of Independence was signed in 1776	The Battle of Waterloo was fought in 1815	not-related
This morning, the Prime Minister announced new economic measures, and tomorrow the city museum will reopen after renovations.	the Prime Minister announced new economic measures	the city museum will reopen after renovations	not-related
Yesterday, researchers discovered a new exoplanet, and today the local orchestra performed Beethoven’s Fifth.	researchers discovered a new exoplanet	the local orchestra performed Beethoven’s Fifth	not-related
At dawn on June 6, 1944, Allied forces began landing on Normandy beaches, and at 10:35 AM on December 17, 1903, the Wright brothers completed their first powered flight.	Allied forces began landing on Normandy beaches	the Wright brothers completed their first powered flight	not-related
At 11 AM on June 18, 1815, the Battle of Waterloo commenced, and at 2:20 AM on April 15, 1912, the RMS Titanic sank after hitting an iceberg.	the Battle of Waterloo commenced	the RMS Titanic sank after hitting an iceberg	not-related
On July 4, 1776 at Independence Hall in Philadelphia, delegates adopted the United States Declaration of Independence, and on September 2, 1666, the Great Fire of London began sweeping through the city.	delegates adopted the United States Declaration of Independence	the Great Fire of London began sweeping through the city	not-related
At 11 AM on November 11, 1918, the Armistice ending World War I formally took effect, and at 7:55 AM on December 7, 1941, Japanese aircraft attacked Pearl Harbor.	the Armistice ending World War I formally took effect	Japanese aircraft attacked Pearl Harbor	not-related
On June 28, 1919, the Treaty of Versailles was signed in the Hall of Mirrors at Versailles, and at 12:33 AM on April 24, 1990, the Space Shuttle Discovery deployed the Hubble Space Telescope.	the Treaty of Versailles was signed in the Hall of Mirrors at Versailles	the Space Shuttle Discovery deployed the Hubble Space Telescope	not-related
On March 31, 1889 at noon, the Eiffel Tower officially opened to the public, and on February 23, 1455 around midnight, the Gutenberg Bible printing was completed.	the Eiffel Tower officially opened to the public	the Gutenberg Bible printing was completed	not-related
In the early hours of May 29, 1453, Ottoman troops captured Constantinople, and on July 5, 1687, Isaac Newton published *Principia Mathematica* in London.	Ottoman troops captured Constantinople	Isaac Newton published *Principia Mathematica* in London	not-related
On October 4, 1957 at 10:45 PM, the Soviet Union launched Sputnik 1 into orbit, and on June 15, 1215, King John affixed his seal to the Magna Carta.	the Soviet Union launched Sputnik 1 into orbit	King John affixed his seal to the Magna Carta	not-related
On February 17, 1600, Giordano Bruno was executed in Rome, and on April 12, 1912 at 1:30 PM, the RMS Titanic departed Queenstown on its maiden voyage.	Giordano Bruno was executed in Rome	the RMS Titanic departed Queenstown on its maiden voyage	not-related
At 10 AM on December 10, 1948, the UN General Assembly adopted the Universal Declaration of Human Rights, and on April 21, 753 BC, Rome was traditionally founded by Romulus and Remus.	the UN General Assembly adopted the Universal Declaration of Human Rights	Rome was traditionally founded by Romulus and Remus	not-related
On October 31, 1517, Martin Luther published his Ninety-Five Theses on the church door at Wittenberg, and on July 20, 1969 at 10:56 PM EDT, Neil Armstrong became the first human to walk on the Moon.	Martin Luther published his Ninety-Five Theses on the church door at Wittenberg	Neil Armstrong became the first human to walk on the Moon	not-related
On November 9, 1989 at 6:53 PM, the Berlin Wall’s border crossings were opened, and on May 5, 1961, Alan Shepard became the first American in space.	the Berlin Wall’s border crossings were opened	Alan Shepard became the first American in space	not-related
On January 1, 1801, the Act of Union came into effect, merging Great Britain and Ireland, and on December 30, 1922, the Union of Soviet Socialist Republics was officially proclaimed.	the Act of Union came into effect, merging Great Britain and Ireland	the Union of Soviet Socialist Republics was officially proclaimed	not-related
On January 11, 1935, Amelia Earhart became the first person to fly solo from Honolulu to Oakland, and on October 25, 1415, the Battle of Agincourt was fought.	Amelia Earhart became the first person to fly solo from Honolulu to Oakland	the Battle of Agincourt was fought	not-related
On May 6, 1527, Rome was sacked by mutinous troops of Charles V, and on December 16, 1773, American colonists dumped tea into Boston Harbor during the Boston Tea Party.	Rome was sacked by mutinous troops of Charles V	American colonists dumped tea into Boston Harbor during the Boston Tea Party	not-related
On March 2, 1807, the British Parliament abolished the slave trade, and on April 26, 1986, the Chernobyl disaster occurred near Pripyat.	the British Parliament abolished the slave trade	the Chernobyl disaster occurred near Pripyat	not-related
On May 1, 1886, American workers held strikes demanding an eight-hour day, and on July 10, 1962 at 6:12 AM, the Telstar communications satellite launched into orbit.	American workers held strikes demanding an eight-hour day	the Telstar communications satellite launched into orbit	not-related
On December 1, 1955 at 10:00 AM, Rosa Parks was arrested in Montgomery, and on May 2, 2011 at 1:00 AM, Osama bin Laden was killed in Abbottabad.	Rosa Parks was arrested in Montgomery	Osama bin Laden was killed in Abbottabad	not-related
On November 5, 1605, the Gunpowder Plot was foiled in London, and on September 1, 1939, Germany invaded Poland, starting World War II.	the Gunpowder Plot was foiled in London	Germany invaded Poland	not-related
On September 7, 1533, Atahualpa was crowned Sapa Inca in Cajamarca, and on October 12, 1492 at dawn, Christopher Columbus first sighted land in the Americas.	Atahualpa was crowned Sapa Inca in Cajamarca	Christopher Columbus first sighted land in the Americas	not-related
On March 10, 1876 at 7:30 PM, Alexander Graham Bell made the first clear telephone call, and Archduke Franz Ferdinand visited Sarajevo on June 28, 1914.	Alexander Graham Bell made the first clear telephone call	Archduke Franz Ferdinand visited Sarajevo on June 28, 1914	not-related
At 9:00 AM on January 24, 1848, James W. Marshall discovered gold at Sutter’s Mill, and Walt Disney World opened on October 1, 1971.	James W. Marshall discovered gold at Sutter’s Mill	Walt Disney World opened on October 1, 1971	not-related
On April 12, 1961 at 9:07 AM GMT, Yuri Gagarin became the first human in space, and Amelia Earhart disappeared over the Pacific Ocean on July 2, 1937.	Yuri Gagarin became the first human in space	Amelia Earhart disappeared over the Pacific Ocean on July 2, 1937	not-related
At noon on December 2, 1804, Napoleon Bonaparte was crowned Emperor of the French, and Edmund Hillary and Tenzing Norgay summited Mount Everest on May 29, 1953.	Napoleon Bonaparte was crowned Emperor of the French	Edmund Hillary and Tenzing Norgay summited Mount Everest on May 29, 1953	not-related
On September 14, 1814, Francis Scott Key wrote the lyrics to “The Star-Spangled Banner,” and the New York Stock Exchange opened for the first time on March 8, 1817.	Francis Scott Key wrote the lyrics to “The Star-Spangled Banner”	the New York Stock Exchange opened for the first time on March 8, 1817	not-related
At 2:15 PM on August 6, 1945, the Enola Gay released its bomb over Hiroshima, and Black Thursday triggered the Wall Street Crash on October 24, 1929.	the Enola Gay released its bomb over Hiroshima	Black Thursday triggered the Wall Street Crash on October 24, 1929	not-related
On November 19, 1863, Abraham Lincoln delivered the Gettysburg Address, and Franklin D. Roosevelt was inaugurated as President on March 4, 1933.	Abraham Lincoln delivered the Gettysburg Address	Franklin D. Roosevelt was inaugurated as President on March 4, 1933	not-related
At 5:15 PM on April 10, 1912, the Titanic left Southampton on its maiden voyage, and the first successful powered flight occurred on December 17, 1903.	the Titanic left Southampton on its maiden voyage	the first successful powered flight occurred on December 17, 1903	not-related
On July 26, 1948, President Truman signed Executive Order 9981 desegregating the U.S. armed forces, and the Bay of Pigs invasion began on April 17, 1961.	President Truman signed Executive Order 9981 desegregating the U.S. armed forces	the Bay of Pigs invasion began on April 17, 1961	not-related
At 9:12 AM on October 12, 1492, Rodrigo de Triana first sighted land in the New World, and Martin Luther posted his Ninety-Five Theses on October 31, 1517.	Rodrigo de Triana first sighted land in the New World	Martin Luther posted his Ninety-Five Theses on October 31, 1517	not-related
